Index,tag,Frequency,err,LgInt,dr,ELO,gup,qn1,qn2,qn3,qn4,qn5,qn6,qnn1,qnn2,qnn3,qnn4,qnn5,qnn6,Formula,qnfmt,qlog300,qlog225,qlog150,qlog75,qlog37,qlog18,qlog9,Transition,CHECK,Source,delta x,delta y,C,Area,delta Area,Width,delta Width,Velocity,delta Velocity,Intensity,delta Intensity,Continuum,delta Continuum,Cont.Size,Fraction,SourceSize,delta SourceSize,Telescope,N/EM,delta N/EM,Tex/Te,delta Tex/Te,Tbg,tau/taul,delta tau/taul,Filtered
257,60003,83706.798,0.03,-7.3815,3,504.082,154,38,21,17,0,,,39,20,20,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"38,21,17,0-39,20,20,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.389,11.944065,-10.0,7.7,-10.0,0.0,6.892943348256241E-45,0.0,false
258,60003,83706.798,0.03,-7.3815,3,504.082,154,38,21,18,0,,,39,20,19,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"38,21,18,0-39,20,19,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.389,11.944065,-10.0,7.7,-10.0,0.0,6.892943348256241E-45,0.0,false
259,60003,83768.8472,0.0046,-7.8461,3,175.8868,114,28,4,24,0,,,29,3,27,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"28,4,24,0-29,3,27,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.367,11.944065,-10.0,7.7,-10.0,0.0,2.0986488592439433E-19,0.0,false
260,60003,83785.0337,0.0046,-8.0283,3,175.8863,114,28,4,24,0,,,29,2,27,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"28,4,24,0-29,2,27,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.361,11.944065,-10.0,7.7,-10.0,0.0,1.379354684435464E-19,0.0,false
261,60003,83823.7289,0.0111,-7.4338,3,493.1622,130,32,18,14,3,,,33,17,17,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"32,18,14,3-33,17,17,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.348,11.944065,-10.0,7.7,-10.0,0.0,4.4537370074539585E-44,0.0,false
262,60003,83823.8141,0.0108,-7.4338,3,493.1622,130,32,18,15,3,,,33,17,16,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"32,18,15,3-33,17,16,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.348,11.944065,-10.0,7.7,-10.0,0.0,4.453731430877539E-44,0.0,false
263,60003,83862.461,0.0075,-7.5726,3,747.2162,210,52,20,33,1,,,51,21,31,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"52,20,33,1-51,21,31,1",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.334,11.944065,-10.0,7.7,-10.0,0.0,2.6489257805673708E-64,0.0,false
264,60003,83879.61,0.03,-7.287,3,331.0477,94,23,14,10,4,,,24,13,12,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"23,14,10,4-24,13,12,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.328,11.944065,-10.0,7.7,-10.0,0.0,4.098654074036005E-31,0.0,false
265,60003,83890.2086,0.4069,-7.5065,3,702.754,186,46,17,29,5,,,45,18,27,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"46,17,29,5-45,18,27,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.325,11.944065,-10.0,7.7,-10.0,0.0,1.0101050551927817E-60,0.0,false
266,60003,83890.4377,0.0074,-7.5721,3,747.2094,210,52,20,33,0,,,51,21,30,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"52,20,33,0-51,21,30,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.325,11.944065,-10.0,7.7,-10.0,0.0,2.65417137125806E-64,0.0,false
267,60003,83890.4548,0.0074,-7.5721,3,747.2094,210,52,20,32,0,,,51,21,31,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"52,20,32,0-51,21,31,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.325,11.944065,-10.0,7.7,-10.0,0.0,2.654170704693583E-64,0.0,false
268,60003,83893.0048,0.0037,-7.4059,3,217.0745,58,14,10,4,5,,,15,9,6,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"14,10,4,5-15,9,6,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.324,11.944065,-10.0,7.7,-10.0,0.0,3.197936025238548E-22,0.0,false
269,60003,83915.1567,0.0077,-7.5719,3,747.2183,210,52,20,32,2,,,51,21,30,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"52,20,32,2-51,21,30,2",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.316,11.944065,-10.0,7.7,-10.0,0.0,2.650132836484145E-64,0.0,false
270,60003,83917.595,0.03,-6.8597,3,160.7756,102,25,8,17,2,,,24,9,15,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"25,8,17,2-24,9,15,2",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.315,11.944065,-10.0,7.7,-10.0,0.0,3.1779524094149994E-17,0.0,false
271,60003,83935.119,0.03,-6.9858,3,364.0867,122,30,10,21,4,,,29,11,19,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"30,10,21,4-29,11,19,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.309,11.944065,-10.0,7.7,-10.0,0.0,2.0011566817503143E-33,0.0,false
272,60003,84001.622,0.01,-6.5728,3,160.773,102,25,8,17,0,,,24,9,16,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"25,8,17,0-24,9,16,0",true,,0.0,0.0,1,Infinity,,0.28281462,-10.0,5.8,-10.0,5.180464576798683E-16,,0.0,0.0,0.0,,0.0,-10.0,29.286,11.944065,-10.0,7.7,-10.0,0.0,6.147766692702208E-17,0.0,false
273,60003,84032.237,0.01,-6.473,3,196.1256,70,17,3,14,5,,,17,3,15,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"17,3,14,5-17,3,15,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.275,11.944065,-10.0,7.7,-10.0,0.0,1.2393470911467709E-19,0.0,false
274,60003,84070.204,0.03,-6.8886,3,160.7705,102,25,8,17,2,,,24,9,16,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"25,8,17,2-24,9,16,1",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.262,11.944065,-10.0,7.7,-10.0,0.0,2.9694651574488056E-17,0.0,false
275,60003,84189.4243,0.0039,-7.4711,3,328.8545,122,30,5,26,4,,,29,6,23,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"30,5,26,4-29,6,23,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.22,11.944065,-10.0,7.7,-10.0,0.0,3.980813912579692E-31,0.0,false
276,60003,84224.664,0.01,-5.9118,3,31.8101,46,11,4,7,2,,,11,3,8,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"11,4,7,2-11,3,8,2",true,,0.0,0.0,1,6.196002066478056E-6,,0.28281462,-10.0,5.8,-10.0,2.05815058477106E-5,,0.0,0.0,0.0,,0.0,-10.0,29.208,11.944065,-10.0,7.7,-10.0,0.0,4.412272423755414E-6,0.0,true
277,60003,84233.335,0.01,-5.9107,3,31.8006,46,11,4,7,0,,,11,3,8,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"11,4,7,0-11,3,8,0",true,,0.0,0.0,1,6.221598540644284E-6,,0.28281462,-10.0,5.8,-10.0,2.0666530603125204E-5,,0.0,0.0,0.0,,0.0,-10.0,29.205,11.944065,-10.0,7.7,-10.0,0.0,4.430556800890833E-6,0.0,true
278,60003,84277.7858,0.021,-6.8679,3,622.5127,186,46,10,36,5,,,46,10,37,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"46,10,36,5-46,10,37,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.19,11.944065,-10.0,7.7,-10.0,0.0,9.654355654222328E-54,0.0,false
279,60003,84283.109,0.01,-5.3923,3,140.3541,30,7,2,6,4,,,6,2,5,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"7,2,6,4-6,2,5,4",true,,0.0,0.0,1,5.3614610325460553E-14,,0.28281462,-10.0,5.8,-10.0,1.7813407896877837E-13,,0.0,0.0,0.0,,0.0,-10.0,29.188,11.944065,-10.0,7.7,-10.0,0.0,3.8179739118100225E-14,0.0,false
280,60003,84304.9792,0.0069,-7.1314,3,492.9884,150,37,13,25,4,,,36,14,23,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"37,13,25,4-36,14,23,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.18,11.944065,-10.0,7.7,-10.0,0.0,9.158021878052759E-44,0.0,false
281,60003,84305.5047,0.0049,-7.1334,3,493.0605,150,37,13,25,3,,,36,14,22,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"37,13,25,3-36,14,22,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.18,11.944065,-10.0,7.7,-10.0,0.0,8.997001666024994E-44,0.0,false
282,60003,84307.3623,0.0048,-7.1333,3,493.0605,150,37,13,24,3,,,36,14,23,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"37,13,24,3-36,14,23,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.18,11.944065,-10.0,7.7,-10.0,0.0,8.998829040618383E-44,0.0,false
283,60003,84307.6922,0.0019,-7.3691,3,237.7914,90,22,3,19,3,,,21,5,16,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"22,3,19,3-21,5,16,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.179,11.944065,-10.0,7.7,-10.0,0.0,7.962740902434777E-24,0.0,false
284,60003,84321.681,0.01,-6.7763,3,238.9451,86,21,6,16,3,,,20,7,13,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"21,6,16,3-20,7,13,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.175,11.944065,-10.0,7.7,-10.0,0.0,2.5267206121490783E-23,0.0,false
285,60003,84343.099,0.03,-6.9639,3,204.7363,74,18,4,15,4,,,17,5,12,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"18,4,15,4-17,5,12,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.167,11.944065,-10.0,7.7,-10.0,0.0,8.30838924149411E-21,0.0,false
286,60003,84390.5688,0.0015,-7.7881,3,130.8407,90,22,8,15,0,,,23,6,18,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"22,8,15,0-23,6,18,0",true,,0.0,0.0,1,1.2239844633891906E-15,,0.28281462,-10.0,5.8,-10.0,4.141995660402411E-15,,0.0,0.0,0.0,,0.0,-10.0,29.151,11.944065,-10.0,7.7,-10.0,0.0,8.660063897049633E-16,0.0,false
287,60003,84423.3847,0.0058,-7.2827,3,331.2789,94,23,14,9,5,,,24,13,11,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"23,14,9,5-24,13,11,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.139,11.944065,-10.0,7.7,-10.0,0.0,3.937333328607165E-31,0.0,false
288,60003,84449.169,0.01,-5.116,3,10.3879,30,7,2,6,1,,,6,2,5,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"7,2,6,1-6,2,5,1",true,,0.0,0.0,1,0.0019049598865112098,,0.28281462,-10.0,5.8,-10.0,0.006326236971843986,,0.0,0.0,0.0,,0.0,-10.0,29.131,11.944065,-10.0,7.7,-10.0,0.0,0.0013575893114233834,0.0,true
289,60003,84450.4708,0.3361,-7.8631,3,896.6752,214,53,20,34,3,,,52,21,31,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"53,20,34,3-52,21,31,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,29.13,11.944065,-10.0,7.7,-10.0,0.0,2.0509469703172077E-76,0.0,false
