Index,tag,Frequency,err,LgInt,dr,ELO,gup,qn1,qn2,qn3,qn4,qn5,qn6,qnn1,qnn2,qnn3,qnn4,qnn5,qnn6,Formula,qnfmt,qlog300,qlog225,qlog150,qlog75,qlog37,qlog18,qlog9,Transition,CHECK,Source,delta x,delta y,C,Area,delta Area,Width,delta Width,Velocity,delta Velocity,Intensity,delta Intensity,Continuum,delta Continuum,Cont.Size,Fraction,SourceSize,delta SourceSize,Telescope,N/EM,delta N/EM,Tex/Te,delta Tex/Te,Tbg,tau/taul,delta tau/taul,Filtered
953,60003,109501.246,0.01,-5.7642,3,174.8518,38,9,8,2,3,,,8,8,1,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,8,2,3-8,8,1,3",true,,0.0,0.0,1,2.4400917390336733E-14,,0.28281462,-10.0,5.8,-10.0,8.042909167769181E-14,,0.0,0.0,0.0,,0.0,-10.0,22.466,12.0016985,-10.0,9.7,-10.0,0.0,1.256958436774411E-14,0.0,false
954,60003,109502.655,0.01,-5.4741,3,167.9435,38,9,7,2,5,,,8,7,1,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,7,2,5-8,7,1,5",true,,0.0,0.0,1,1.273595736522021E-13,,0.28281462,-10.0,5.8,-10.0,4.234974371006589E-13,,0.0,0.0,0.0,,0.0,-10.0,22.466,12.0016985,-10.0,9.7,-10.0,0.0,6.607372704428074E-14,0.0,false
955,60003,109505.742,0.01,-5.8183,3,147.8249,42,10,0,10,3,,,9,1,9,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,0,10,3-9,1,9,3",true,,0.0,0.0,1,1.036167312614707E-12,,0.28281462,-10.0,5.8,-10.0,3.4420576545940277E-12,,0.0,0.0,0.0,,0.0,-10.0,22.465,12.0016985,-10.0,9.7,-10.0,0.0,5.368656150079462E-13,0.0,false
956,60003,109531.413,0.01,-5.475,3,167.8967,38,9,7,3,3,,,8,7,2,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,7,3,3-8,7,2,3",true,,0.0,0.0,1,1.2777690654540942E-13,,0.28281462,-10.0,5.8,-10.0,4.256147143340676E-13,,0.0,0.0,0.0,,0.0,-10.0,22.46,12.0016985,-10.0,9.7,-10.0,0.0,6.63597625277336E-14,0.0,false
957,60003,109531.413,0.01,-5.475,3,167.8967,38,9,7,2,3,,,8,7,1,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,7,2,3-8,7,1,3",true,,0.0,0.0,1,1.2777690654540942E-13,,0.28281462,-10.0,5.8,-10.0,4.256147143340676E-13,,0.0,0.0,0.0,,0.0,-10.0,22.46,12.0016985,-10.0,9.7,-10.0,0.0,6.63597625277336E-14,0.0,false
958,60003,109602.991,0.01,-5.8315,3,147.2761,42,10,0,10,5,,,9,1,9,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,0,10,5-9,1,9,4",true,,0.0,0.0,1,1.0858569792127093E-12,,0.28281462,-10.0,5.8,-10.0,3.6080926121937216E-12,,0.0,0.0,0.0,,0.0,-10.0,22.445,12.0016985,-10.0,9.7,-10.0,0.0,5.628552064411446E-13,0.0,false
959,60003,109608.54,0.03,-5.314,3,161.873,38,9,6,4,3,,,8,6,3,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,6,4,3-8,6,3,3",true,,0.0,0.0,1,4.397328388923811E-13,,0.28281462,-10.0,5.8,-10.0,1.4617281354916844E-12,,0.0,0.0,0.0,,0.0,-10.0,22.444,12.0016985,-10.0,9.7,-10.0,0.0,2.2803496723366523E-13,0.0,false
960,60003,109608.54,0.03,-5.314,3,161.873,38,9,6,3,3,,,8,6,2,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,6,3,3-8,6,2,3",true,,0.0,0.0,1,4.397328388923811E-13,,0.28281462,-10.0,5.8,-10.0,1.4617281354916844E-12,,0.0,0.0,0.0,,0.0,-10.0,22.444,12.0016985,-10.0,9.7,-10.0,0.0,2.2803496723366523E-13,0.0,false
961,60003,109655.464,0.03,-7.1694,3,134.2676,22,5,2,4,4,,,4,1,4,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"5,2,4,4-4,1,4,4",true,,0.0,0.0,1,3.2224012937927685E-13,,0.28281462,-10.0,5.8,-10.0,1.071670167443783E-12,,0.0,0.0,0.0,,0.0,-10.0,22.434,12.0016985,-10.0,9.7,-10.0,0.0,1.6714664898432842E-13,0.0,false
962,60003,109662.944,0.01,-5.3117,3,161.8198,38,9,6,3,5,,,8,6,2,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,6,3,5-8,6,2,5",true,,0.0,0.0,1,4.452780897395336E-13,,0.28281462,-10.0,5.8,-10.0,1.4794008921571741E-12,,0.0,0.0,0.0,,0.0,-10.0,22.433,12.0016985,-10.0,9.7,-10.0,0.0,2.308610930187605E-13,0.0,false
963,60003,109727.5783,0.0027,-7.1716,3,258.6321,138,34,5,29,0,,,33,7,26,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"34,5,29,0-33,7,26,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.42,12.0016985,-10.0,9.7,-10.0,0.0,2.9412804742185138E-21,0.0,false
964,60003,109727.6226,0.0438,-7.5071,3,669.2537,158,39,22,17,3,,,40,21,20,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"39,22,17,3-40,21,20,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.42,12.0016985,-10.0,9.7,-10.0,0.0,3.4496531856054703E-47,0.0,false
965,60003,109728.3125,0.0429,-7.5071,3,669.2537,158,39,22,18,3,,,40,21,19,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"39,22,18,3-40,21,19,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.419,12.0016985,-10.0,9.7,-10.0,0.0,3.4496263290306116E-47,0.0,false
966,60003,109763.737,0.01,-5.0839,3,149.3934,38,9,3,7,3,,,8,3,6,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,3,7,3-8,3,6,3",true,,0.0,0.0,1,4.473215256564716E-12,,0.28281462,-10.0,5.8,-10.0,1.4858692464323822E-11,,0.0,0.0,0.0,,0.0,-10.0,22.412,12.0016985,-10.0,9.7,-10.0,0.0,2.31862782038075E-12,0.0,false
967,60003,109770.995,0.01,-5.2074,3,156.7826,38,9,5,5,3,,,8,5,4,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,5,5,3-8,5,4,3",true,,0.0,0.0,1,1.1655851912151607E-12,,0.28281462,-10.0,5.8,-10.0,3.871158831053635E-12,,0.0,0.0,0.0,,0.0,-10.0,22.411,12.0016985,-10.0,9.7,-10.0,0.0,6.04094325174444E-13,0.0,false
968,60003,109778.835,0.01,-5.2073,3,156.7827,38,9,5,4,3,,,8,5,3,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,5,4,3-8,5,3,3",true,,0.0,0.0,1,1.1652750769192475E-12,,0.28281462,-10.0,5.8,-10.0,3.871825578606952E-12,,0.0,0.0,0.0,,0.0,-10.0,22.409,12.0016985,-10.0,9.7,-10.0,0.0,6.041713309144057E-13,0.0,false
969,60003,109824.2226,0.0028,-7.1704,3,258.6243,138,34,5,29,2,,,33,7,26,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"34,5,29,2-33,7,26,2",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.4,12.0016985,-10.0,9.7,-10.0,0.0,2.949505190923318E-21,0.0,false
970,60003,109840.568,0.01,-5.7587,3,174.3908,38,9,8,2,4,,,8,8,1,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,8,2,4-8,8,1,4",true,,0.0,0.0,1,2.5825423645165142E-14,,0.28281462,-10.0,5.8,-10.0,8.679157349688334E-14,,0.0,0.0,0.0,,0.0,-10.0,22.397,12.0016985,-10.0,9.7,-10.0,0.0,1.3548546810443109E-14,0.0,false
971,60003,109844.3412,0.015,-7.5224,3,502.7969,166,41,7,35,4,,,40,8,32,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"41,7,35,4-40,8,32,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.396,12.0016985,-10.0,9.7,-10.0,0.0,7.900400892644093E-37,0.0,false
972,60003,109850.024,0.03,-7.0277,3,304.3143,114,28,5,24,4,,,27,6,21,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"28,5,24,4-27,6,21,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.395,12.0016985,-10.0,9.7,-10.0,0.0,5.8120556375402705E-24,0.0,false
973,60003,109861.4896,0.0141,-7.2353,3,466.7536,122,30,18,13,4,,,31,17,14,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"30,18,13,4-31,17,14,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.392,12.0016985,-10.0,9.7,-10.0,0.0,2.699919606624902E-34,0.0,false
974,60003,109906.984,0.01,-5.9033,3,183.3243,62,15,4,12,3,,,15,3,13,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"15,4,12,3-15,3,13,3",true,,0.0,0.0,1,5.1777214675140135E-15,,0.28281462,-10.0,5.8,-10.0,1.7072079758663122E-14,,0.0,0.0,0.0,,0.0,-10.0,22.383,12.0016985,-10.0,9.7,-10.0,0.0,2.6922541527097703E-15,0.0,false
975,60003,109908.232,0.01,-5.7554,3,312.7004,114,28,6,22,5,,,28,5,23,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"28,6,22,5-28,5,23,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.383,12.0016985,-10.0,9.7,-10.0,0.0,3.262979609769091E-23,0.0,false
976,60003,109912.168,0.01,-5.2037,3,156.6334,38,9,5,4,5,,,8,5,3,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,5,4,5-8,5,3,5",true,,0.0,0.0,1,1.1984103354557077E-12,,0.28281462,-10.0,5.8,-10.0,3.982032142223572E-12,,0.0,0.0,0.0,,0.0,-10.0,22.382,12.0016985,-10.0,9.7,-10.0,0.0,6.214605318485334E-13,0.0,false
977,60003,109924.817,0.01,-5.4689,3,167.3802,38,9,7,3,4,,,8,7,2,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,7,3,4-8,7,2,4",true,,0.0,0.0,1,1.3887019448253503E-13,,0.28281462,-10.0,5.8,-10.0,4.623566620366019E-13,,0.0,0.0,0.0,,0.0,-10.0,22.379,12.0016985,-10.0,9.7,-10.0,0.0,7.215588681708665E-14,0.0,false
978,60003,109944.702,0.03,-6.8785,3,168.1826,110,27,5,22,2,,,26,7,19,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,5,22,2-26,7,19,2",true,,0.0,0.0,1,4.698477787083266E-15,,0.28281462,-10.0,5.8,-10.0,1.635983272323373E-14,,0.0,0.0,0.0,,0.0,-10.0,22.375,12.0016985,-10.0,9.7,-10.0,0.0,2.50356284124623E-15,0.0,false
979,60003,109945.065,0.03,-6.962,3,197.6709,70,17,4,13,5,,,16,5,11,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"17,4,13,5-16,5,11,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.375,12.0016985,-10.0,9.7,-10.0,0.0,2.9989113180032016E-17,0.0,false
980,60003,109984.298,0.01,-5.8031,3,240.6036,90,22,4,18,3,,,22,3,19,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"22,4,18,3-22,3,19,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.367,12.0016985,-10.0,9.7,-10.0,0.0,9.110648902622985E-19,0.0,false
981,60003,109984.609,0.03,-6.8777,3,168.184,110,27,5,22,0,,,26,7,19,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,5,22,0-26,7,19,0",true,,0.0,0.0,1,4.702636215858506E-15,,0.28281462,-10.0,5.8,-10.0,1.6358869115378573E-14,,0.0,0.0,0.0,,0.0,-10.0,22.367,12.0016985,-10.0,9.7,-10.0,0.0,2.50654784691864E-15,0.0,false
982,60003,109989.629,0.03,-7.1095,3,281.5879,106,26,4,22,5,,,25,6,19,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"26,4,22,5-25,6,19,5",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.366,12.0016985,-10.0,9.7,-10.0,0.0,1.2544414634901406E-22,0.0,false
983,60003,110035.269,0.01,-5.1322,3,152.6293,38,9,4,6,3,,,8,4,5,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,4,6,3-8,4,5,3",true,,0.0,0.0,1,2.5067668582892404E-12,,0.28281462,-10.0,5.8,-10.0,8.326752845441012E-12,,0.0,0.0,0.0,,0.0,-10.0,22.357,12.0016985,-10.0,9.7,-10.0,0.0,1.2998665797630427E-12,0.0,false
984,60003,110045.859,0.01,-6.2817,3,211.0419,78,19,3,16,3,,,19,3,17,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"19,3,16,3-19,3,17,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.355,12.0016985,-10.0,9.7,-10.0,0.0,2.1053126264390455E-17,0.0,false
985,60003,110050.332,0.01,-5.3074,3,161.3149,38,9,6,4,4,,,8,6,3,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,6,4,4-8,6,3,4",true,,0.0,0.0,1,4.813130940657735E-13,,0.28281462,-10.0,5.8,-10.0,1.5987465148005204E-12,,0.0,0.0,0.0,,0.0,-10.0,22.354,12.0016985,-10.0,9.7,-10.0,0.0,2.4958929343597954E-13,0.0,false
986,60003,110149.5962,0.0171,-7.2346,3,466.7471,122,30,18,12,5,,,31,17,15,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"30,18,12,5-31,17,15,4",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.334,12.0016985,-10.0,9.7,-10.0,0.0,2.6980311798873993E-34,0.0,false
987,60003,110153.652,0.01,-4.9871,3,147.8249,42,10,1,10,3,,,9,1,9,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,1,10,3-9,1,9,3",true,,0.0,0.0,1,6.9669653759344636E-12,,0.28281462,-10.0,5.8,-10.0,2.3142020973531003E-11,,0.0,0.0,0.0,,0.0,-10.0,22.333,12.0016985,-10.0,9.7,-10.0,0.0,3.613205630100508E-12,0.0,false
988,60003,110224.567,0.01,-5.5473,3,17.3463,42,10,0,10,2,,,9,1,9,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,0,10,2-9,1,9,1",true,,0.0,0.0,1,2.603398056625502E-4,,0.28281462,-10.0,5.8,-10.0,8.647606883083066E-4,,0.0,0.0,0.0,,0.0,-10.0,22.319,12.0016985,-10.0,9.7,-10.0,0.0,1.3504049257866244E-4,0.0,true
989,60003,110226.855,0.01,-5.5476,3,17.3334,42,10,0,10,0,,,9,1,9,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,0,10,0-9,1,9,0",true,,0.0,0.0,1,2.606345620000535E-4,,0.28281462,-10.0,5.8,-10.0,8.657397451180215E-4,,0.0,0.0,0.0,,0.0,-10.0,22.318,12.0016985,-10.0,9.7,-10.0,0.0,1.351938504355382E-4,0.0,true
990,60003,110227.262,0.03,-6.8412,3,152.4204,106,26,4,22,0,,,25,6,19,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"26,4,22,0-25,6,19,0",true,,0.0,0.0,1,5.018833326282473E-14,,0.28281462,-10.0,5.8,-10.0,1.6708505638361125E-13,,0.0,0.0,0.0,,0.0,-10.0,22.318,12.0016985,-10.0,9.7,-10.0,0.0,2.6120533748306363E-14,0.0,false
991,60003,110238.713,0.01,-4.9827,3,147.2761,42,10,1,10,4,,,9,1,9,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"10,1,10,4-9,1,9,4",true,,0.0,0.0,1,7.606452200313738E-12,,0.28281462,-10.0,5.8,-10.0,2.5266387583676533E-11,,0.0,0.0,0.0,,0.0,-10.0,22.316,12.0016985,-10.0,9.7,-10.0,0.0,3.945350564802704E-12,0.0,false
992,60003,110250.337,0.01,-5.1305,3,152.6339,38,9,4,5,3,,,8,4,4,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,4,5,3-8,4,4,3",true,,0.0,0.0,1,2.5077674645791218E-12,,0.28281462,-10.0,5.8,-10.0,8.331216461075468E-12,,0.0,0.0,0.0,,0.0,-10.0,22.313,12.0016985,-10.0,9.7,-10.0,0.0,1.300952095617425E-12,0.0,false
993,60003,110262.642,0.01,-5.2005,3,156.1977,38,9,5,5,4,,,8,5,4,4,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,5,5,4-8,5,4,4",true,,0.0,0.0,1,1.2795929629862145E-12,,0.28281462,-10.0,5.8,-10.0,4.250847979602046E-12,,0.0,0.0,0.0,,0.0,-10.0,22.311,12.0016985,-10.0,9.7,-10.0,0.0,6.638332889479832E-13,0.0,false
994,60003,110268.563,0.03,-6.8409,3,152.419,106,26,4,22,2,,,25,6,19,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"26,4,22,2-25,6,19,2",true,,0.0,0.0,1,5.0200808577995454E-14,,0.28281462,-10.0,5.8,-10.0,1.6707484912621229E-13,,0.0,0.0,0.0,,0.0,-10.0,22.31,12.0016985,-10.0,9.7,-10.0,0.0,2.613170165330291E-14,0.0,false
995,60003,110279.2361,0.014,-7.6299,3,769.6535,190,47,26,21,0,,,48,25,24,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"47,26,21,0-48,25,24,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.307,12.0016985,-10.0,9.7,-10.0,0.0,1.4258067475309538E-53,0.0,false
996,60003,110279.2361,0.014,-7.6299,3,769.6535,190,47,26,22,0,,,48,25,23,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"47,26,22,0-48,25,23,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.307,12.0016985,-10.0,9.7,-10.0,0.0,1.4258067475309538E-53,0.0,false
997,60003,110333.738,0.03,-6.9413,3,284.452,110,27,17,11,1,,,28,16,13,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,17,11,1-28,16,13,1",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.296,12.0016985,-10.0,9.7,-10.0,0.0,1.220229760972723E-22,0.0,false
998,60003,110336.202,0.03,-6.9413,3,284.4538,110,27,17,10,2,,,28,16,12,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,17,10,2-28,16,12,2",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.296,12.0016985,-10.0,9.7,-10.0,0.0,1.2198807915948596E-22,0.0,false
999,60003,110346.137,0.01,-6.5297,3,256.6538,94,23,6,18,3,,,22,7,15,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"23,6,18,3-22,7,15,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.294,12.0016985,-10.0,9.7,-10.0,0.0,1.701082134408166E-20,0.0,false
1000,60003,110349.4034,0.0101,-7.3926,3,790.4179,218,54,20,35,1,,,53,21,33,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"54,20,35,1-53,21,33,1",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.293,12.0016985,-10.0,9.7,-10.0,0.0,1.2494294235125135E-54,0.0,false
1001,60003,110361.089,0.01,-6.1605,3,337.4168,154,38,8,30,2,,,38,8,31,1,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"38,8,30,2-38,8,31,1",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.291,12.0016985,-10.0,9.7,-10.0,0.0,3.678369051305168E-25,0.0,false
1002,60003,110364.52,0.01,-5.1261,3,152.3923,38,9,4,5,5,,,8,4,4,5,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,4,5,5-8,4,4,5",true,,0.0,0.0,1,2.6190358382259424E-12,,0.28281462,-10.0,5.8,-10.0,8.700164843911336E-12,,0.0,0.0,0.0,,0.0,-10.0,22.29,12.0016985,-10.0,9.7,-10.0,0.0,1.3588257930939745E-12,0.0,false
1003,60003,110370.173,0.03,-6.941,3,284.4565,110,27,17,10,0,,,28,16,13,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,17,10,0-28,16,13,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.289,12.0016985,-10.0,9.7,-10.0,0.0,1.2197852741120168E-22,0.0,false
1004,60003,110370.173,0.03,-6.941,3,284.4565,110,27,17,11,0,,,28,16,12,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"27,17,11,0-28,16,12,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.289,12.0016985,-10.0,9.7,-10.0,0.0,1.2197852741120168E-22,0.0,false
1005,60003,110381.5515,0.0098,-7.3921,3,790.4109,218,54,20,35,0,,,53,21,32,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"54,20,35,0-53,21,32,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.287,12.0016985,-10.0,9.7,-10.0,0.0,1.2516740788126003E-54,0.0,false
1006,60003,110381.5772,0.0098,-7.3921,3,790.4109,218,54,20,34,0,,,53,21,33,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"54,20,34,0-53,21,33,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.287,12.0016985,-10.0,9.7,-10.0,0.0,1.2516737175836878E-54,0.0,false
1007,60003,110401.5801,0.0101,-7.3921,3,790.4201,218,54,20,34,2,,,53,21,32,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"54,20,34,2-53,21,32,2",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.283,12.0016985,-10.0,9.7,-10.0,0.0,1.2497413091553305E-54,0.0,false
1008,60003,110406.3276,0.0086,-7.7275,3,287.4631,146,36,6,31,0,,,37,3,34,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"36,6,31,0-37,3,34,0",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.282,12.0016985,-10.0,9.7,-10.0,0.0,1.2947824018173169E-23,0.0,false
1009,60003,110428.1,0.01,-6.6991,3,389.0567,130,32,10,23,3,,,31,11,20,3,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"32,10,23,3-31,11,20,3",true,,0.0,0.0,1,,,0.28281462,-10.0,5.8,-10.0,0.0,,0.0,0.0,0.0,,0.0,-10.0,22.277,12.0016985,-10.0,9.7,-10.0,0.0,6.424814269627888E-29,0.0,false
1010,60003,110447.18,0.01,-5.484,3,44.3043,38,9,8,1,2,,,8,8,0,2,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,8,1,2-8,8,0,2",true,,0.0,0.0,1,6.269858532558654E-6,,0.28281462,-10.0,5.8,-10.0,2.0826842153677218E-5,,0.0,0.0,0.0,,0.0,-10.0,22.274,12.0016985,-10.0,9.7,-10.0,0.0,3.253164173640355E-6,0.0,true
1011,60003,110455.372,0.01,-5.4839,3,44.2933,38,9,8,1,0,,,8,8,0,0,,,CH3OCHO,1404,5.3002,5.0832,4.7714,4.2442,3.7613,3.3077,2.8578,"9,8,1,0-8,8,0,0",true,,0.0,0.0,1,6.280557595777731E-6,,0.28281462,-10.0,5.8,-10.0,2.086238164271902E-5,,0.0,0.0,0.0,,0.0,-10.0,22.272,12.0016985,-10.0,9.7,-10.0,0.0,3.2587550174409016E-6,0.0,true
